2025-04-19 00:01:24,541 | [32mINFO[0m | nl-to-sparql | logging_utils.py:132 | Logging initialized: console=INFO, file=DEBUG
2025-04-19 00:07:35,867 | DEBUG | openai._base_client | _base_client.py:1004 | request_id: req_fd00291e3d50f7e169576bf673aae5df
2025-04-19 00:07:35,871 | DEBUG | openai._base_client | _base_client.py:454 | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'json_data': {'messages': [{'content': 'You are a professional developer with experience in writing SPARQL for ontology file. Your task is to validate the provided plan to transform natural provided user query to SPARQL is valid. Please follow the instruction below:\n             - Check each step is correct. If not correct, provide how to improve in short for each step\n             - If the step level is complex, if all property is describe in previous steps, it is correct. \n             - Check if the plan can answer the user query.\n             - If plan is valid or can be accepted, the output is {"is_valid": true, "feedback": []}\n             The output format must be following this format:\n             {"is_valid": true or false, "feedback": [\n                {"step": "step query", "feedback": "feedback"}\n             ]}', 'role': 'system'}, {'content': "**User query:**What is the identity of Quang Trung in the knowledge graph?, **Plan**:[{'step': 'What is the identity of Quang Trung', 'sparql_type': 'SELECT', 'level': 'simple'}]", 'role': 'user'}], 'model': 'gpt-4o-mini', 'stream': False, 'temperature': 0.0}}
2025-04-19 00:07:35,872 | DEBUG | openai._base_client | _base_client.py:957 | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2025-04-19 00:07:35,872 | DEBUG | httpcore.connection | _trace.py:47 | close.started
2025-04-19 00:07:35,872 | DEBUG | httpcore.connection | _trace.py:47 | close.complete
2025-04-19 00:07:35,873 | DEBUG | httpcore.connection | _trace.py:47 | connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=None socket_options=None
2025-04-19 00:07:35,913 | DEBUG | httpcore.connection | _trace.py:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x17fc78250>
2025-04-19 00:07:35,913 | DEBUG | httpcore.connection | _trace.py:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x30d5ffd40> server_hostname='api.openai.com' timeout=None
2025-04-19 00:07:35,955 | DEBUG | httpcore.connection | _trace.py:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x17fc78220>
2025-04-19 00:07:35,955 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.started request=<Request [b'POST']>
2025-04-19 00:07:35,955 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.complete
2025-04-19 00:07:35,955 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.started request=<Request [b'POST']>
2025-04-19 00:07:35,955 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.complete
2025-04-19 00:07:35,955 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.started request=<Request [b'POST']>
2025-04-19 00:07:38,720 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Fri, 18 Apr 2025 17:07:38 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'user-azcwg4thexa6yyypiursgjjt'), (b'openai-processing-ms', b'2029'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'4000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'3999752'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'3ms'), (b'x-request-id', b'req_e7120dce97e658374c01eefde398bb25'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9325c2660c5220f0-HKG'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-19 00:07:38,721 | [32mINFO[0m | httpx | _client.py:1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-19 00:07:38,722 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.started request=<Request [b'POST']>
2025-04-19 00:07:38,730 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.complete
2025-04-19 00:07:38,731 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.started
2025-04-19 00:07:38,731 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.complete
2025-04-19 00:07:38,731 | DEBUG | openai._base_client | _base_client.py:996 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers({'date': 'Fri, 18 Apr 2025 17:07:38 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'user-azcwg4thexa6yyypiursgjjt', 'openai-processing-ms': '2029', 'openai-version': '2020-10-01', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-limit-tokens': '4000000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-remaining-tokens': '3999752', 'x-ratelimit-reset-requests': '12ms', 'x-ratelimit-reset-tokens': '3ms', 'x-request-id': 'req_e7120dce97e658374c01eefde398bb25', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'cf-cache-status': 'DYNAMIC', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '9325c2660c5220f0-HKG', 'content-encoding': 'gzip', 'alt-svc': 'h3=":443"; ma=86400'})
2025-04-19 00:07:38,732 | DEBUG | openai._base_client | _base_client.py:1004 | request_id: req_e7120dce97e658374c01eefde398bb25
2025-04-19 00:07:38,736 | DEBUG | openai._base_client | _base_client.py:454 | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'json_data': {'messages': [{'content': 'You are a professional developer with experience in writing SPARQL for ontology file. Your task is to create a plan to transform the provided natural query to SPARQL. Please follow the detailed instruction below:\n        - If a query need to compute or find out the interval of time, divide query into simple natural queries and merge queries in last step. Else please not change the query.\n        - Add level for each step: **simple**: can generate query immediately and **complex**: must use previous queries.\n        - Add type of SPARQL query for each step: SELECT, ASK, DESCRIBE and CONSTRUCT.\n        - Do not create SPARQL query.\n        - If can not create plan to transform to SPARQL, the output is []\n        The output format must be following this format: \n        [{"step": "step query", "sparql_type": "SELECT or ASK or DESCRIBE or CONSTRUCT", "level": "simple or complex"}, ...]', 'role': 'system'}, {'content': 'What is the identity of Quang Trung in the knowledge graph?', 'role': 'user'}], 'model': 'gpt-4o-mini', 'stream': False, 'temperature': 0.0}}
2025-04-19 00:07:38,737 | DEBUG | openai._base_client | _base_client.py:957 | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2025-04-19 00:07:38,738 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.started request=<Request [b'POST']>
2025-04-19 00:07:38,739 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.complete
2025-04-19 00:07:38,739 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.started request=<Request [b'POST']>
2025-04-19 00:07:38,740 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.complete
2025-04-19 00:07:38,740 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.started request=<Request [b'POST']>
2025-04-19 00:07:39,700 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Fri, 18 Apr 2025 17:07:39 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'user-azcwg4thexa6yyypiursgjjt'), (b'openai-processing-ms', b'669'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'4000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'3999757'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'3ms'), (b'x-request-id', b'req_1a00e7be699bb7b9bed1e82aacd9b8a5'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9325c2775a5e04b6-HKG'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-19 00:07:39,700 | [32mINFO[0m | httpx | _client.py:1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-19 00:07:39,701 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.started request=<Request [b'POST']>
2025-04-19 00:07:39,704 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.complete
2025-04-19 00:07:39,704 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.started
2025-04-19 00:07:39,704 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.complete
2025-04-19 00:07:39,704 | DEBUG | openai._base_client | _base_client.py:996 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers({'date': 'Fri, 18 Apr 2025 17:07:39 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'user-azcwg4thexa6yyypiursgjjt', 'openai-processing-ms': '669', 'openai-version': '2020-10-01', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-limit-tokens': '4000000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-remaining-tokens': '3999757', 'x-ratelimit-reset-requests': '12ms', 'x-ratelimit-reset-tokens': '3ms', 'x-request-id': 'req_1a00e7be699bb7b9bed1e82aacd9b8a5', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'cf-cache-status': 'DYNAMIC', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '9325c2775a5e04b6-HKG', 'content-encoding': 'gzip', 'alt-svc': 'h3=":443"; ma=86400'})
2025-04-19 00:07:39,705 | DEBUG | openai._base_client | _base_client.py:1004 | request_id: req_1a00e7be699bb7b9bed1e82aacd9b8a5
2025-04-19 00:07:39,706 | DEBUG | openai._base_client | _base_client.py:454 | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'json_data': {'messages': [{'content': 'You are a professional developer with experience in writing SPARQL for ontology file. Your task is to validate the provided plan to transform natural provided user query to SPARQL is valid. Please follow the instruction below:\n             - Check each step is correct. If not correct, provide how to improve in short for each step\n             - If the step level is complex, if all property is describe in previous steps, it is correct. \n             - Check if the plan can answer the user query.\n             - If plan is valid or can be accepted, the output is {"is_valid": true, "feedback": []}\n             The output format must be following this format:\n             {"is_valid": true or false, "feedback": [\n                {"step": "step query", "feedback": "feedback"}\n             ]}', 'role': 'system'}, {'content': "**User query:**What is the identity of Quang Trung in the knowledge graph?, **Plan**:[{'step': 'What is the identity of Quang Trung', 'sparql_type': 'SELECT', 'level': 'simple'}]", 'role': 'user'}], 'model': 'gpt-4o-mini', 'stream': False, 'temperature': 0.0}}
2025-04-19 00:07:39,707 | DEBUG | openai._base_client | _base_client.py:957 | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2025-04-19 00:07:39,707 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.started request=<Request [b'POST']>
2025-04-19 00:07:39,707 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.complete
2025-04-19 00:07:39,707 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.started request=<Request [b'POST']>
2025-04-19 00:07:39,707 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.complete
2025-04-19 00:07:39,707 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.started request=<Request [b'POST']>
2025-04-19 00:07:41,682 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Fri, 18 Apr 2025 17:07:41 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'user-azcwg4thexa6yyypiursgjjt'), (b'openai-processing-ms', b'1656'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'4000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'3999752'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'3ms'), (b'x-request-id', b'req_3ff1057769d51e36be30a7b15a6a6bf4'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9325c27d6fdb20f0-HKG'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-19 00:07:41,683 | [32mINFO[0m | httpx | _client.py:1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-19 00:07:41,683 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.started request=<Request [b'POST']>
2025-04-19 00:07:41,684 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.complete
2025-04-19 00:07:41,684 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.started
2025-04-19 00:07:41,684 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.complete
2025-04-19 00:07:41,684 | DEBUG | openai._base_client | _base_client.py:996 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers({'date': 'Fri, 18 Apr 2025 17:07:41 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'user-azcwg4thexa6yyypiursgjjt', 'openai-processing-ms': '1656', 'openai-version': '2020-10-01', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-limit-tokens': '4000000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-remaining-tokens': '3999752', 'x-ratelimit-reset-requests': '12ms', 'x-ratelimit-reset-tokens': '3ms', 'x-request-id': 'req_3ff1057769d51e36be30a7b15a6a6bf4', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'cf-cache-status': 'DYNAMIC', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '9325c27d6fdb20f0-HKG', 'content-encoding': 'gzip', 'alt-svc': 'h3=":443"; ma=86400'})
2025-04-19 00:07:41,684 | DEBUG | openai._base_client | _base_client.py:1004 | request_id: req_3ff1057769d51e36be30a7b15a6a6bf4
